Topic,Count,Name,Representation,Representative_Docs
407,16,407_parking_space_zone_delightful,"['parking', 'space', 'zone', 'delightful', 'cars', 'wheel', 'cutting', 'corner', 'spot', 'oh ll']","['Give me back my parking space.', 'I don’t want another parking space. I want my parking space. It’s perfect. It’s a corner spot, cutting the risk of door-dings in half. It’s a mere 28 steps from the building entrance. The nearby tree provides shade on hot days and is also home to a delightful squirrel. Which is fortuitous because most squirrels are real jerks.', 'I don’t want another parking space. I want my parking space. It’s perfect. It’s a corner spot, cutting the risk of door-dings in half. It’s a mere 28 steps from the building entrance. The nearby tree provides shade on hot days and is also home to a delightful squirrel. Which is fortuitous because most squirrels are real jerks.']"
408,15,408_suggesting_mean_talking_exactly,"['suggesting', 'mean', 'talking', 'exactly', '', '', '', '', '', '']","['What do you mean?', 'What are you suggesting?', 'What are you suggesting?']"
409,15,409_know don_answer_don know_just tell,"['know don', 'answer', 'don know', 'just tell', 'think know', 'oh think', 'data', 'oh don', 'question', 'know oh']","['Oh, oh, please, if I don’t know, you don’t know. That’s axiomatic.', 'We don’t know. And if you don’t answer the phone, we can’t know.', 'We don’t know. And if you don’t answer the phone, we can’t know.']"
410,15,410_bird_age_pet_away,"['bird', 'age', 'pet', 'away', 'going come', 'steal', 'medium', 'isn right', 'view', 'stupid']","['How could he do this to me? Get back here, you stupid bird, so I can love you!', ' Go away, bird. Go away, bird. Go away, bird.', ' Go away, bird. Go away, bird. Go away, bird.']"
411,15,411_betrayed_uncle_know good_friendly,"['betrayed', 'uncle', 'know good', 'friendly', 'brown', 'presents', 'regular', 'turns', 'know know', 'brought']","['So you betrayed me?', 'I feel so betrayed. You know, all my life I thought Uncle Sam was a friendly uncle who brought you presents. Turns out he’s the other kind.', 'I feel so betrayed. You know, all my life I thought Uncle Sam was a friendly uncle who brought you presents. Turns out he’s the other kind.']"
412,15,412_meaning_doubt_want talk_calling,"['meaning', 'doubt', 'want talk', 'calling', 'll just', 'talk', 'just don', 'suppose', 'worried', 'ask']","['I’ve been meaning to ask you, do you think we should make a call about that?', 'Well, I doubt they’d want to talk about that, so we’re fine.', 'Well, I doubt they’d want to talk about that, so we’re fine.']"
413,15,413_keys_letter_strongly_read,"['keys', 'letter', 'strongly', 'read', 'company', 'write', 'funny', 'wheaton', 'don', '']","['I intend to write that soap company a strongly worded letter.', 'Keys! Keys! Keys!', 'Keys! Keys! Keys!']"
414,15,414_button_spin_maybe_band,"['button', 'spin', 'maybe', 'band', 'tuesday', 'good idea', 'wear', 'world', 'wearing', 'bedroom']","['Maybe, maybe not. Maybe tomorrow I start a bongo band and tour the world.', 'Maybe, maybe not. Maybe tomorrow I start a bongo band and tour the world.', 'Yeah, well, I understand that I’m half naked, but there is a reasonable explanation. While I slept in my sleeper car, all my possessions were stolen. Now, typically, I wear pyjamas, but I recently adopted a hobo lifestyle and pyjamas are the sleep-pants of the Man. I’ll have you know, Mahatma Gandhi wore no pants and a nation rallied behind him. My good man, now, before you walk away, I know that I may appear deranged, but I am, in fact, a world-renowned physicist. Ask me the difference between a boson and a fermion. Go ahead, ask. Bosons have integer spin, fermions have half-integer spin. My legs are getting cold. Why won’t anybody help me?']"
415,15,415_birds_bird_walk_want oh,"['birds', 'bird', 'walk', 'want oh', 'oh better', 'facts', 'negative', 'like know', 've learned', 'scare']","['Now, I’ve learned some fun facts about New Jersey to help you make small talk. Would you like to know the state bird or the murder rate? They’re both shocking.', 'Good idea. Attention is what birds want. Oh, much better. All right. Now I’ll just get along with my life. Make a pot of tea, Leonard. It’s going to be a long night.', 'Good idea. Attention is what birds want. Oh, much better. All right. Now I’ll just get along with my life. Make a pot of tea, Leonard. It’s going to be a long night.']"
416,15,416_scene_step_earlier today_huh,"['scene', 'step', 'earlier today', 'huh', 'small', 'sink', 'bother', 'yellow', 'case', 'earlier']","['At the bottom. I must say, I’m relieved you’re not making more of a scene out of this.', 'At the bottom. I must say, I’m relieved you’re not making more of a scene out of this.', 'It is, isn’t it? Oh, bother. Isn’t that just always the way? You go to staple something, and you’re out of staples. Gosh, I wish I’d known that earlier today when I was at Staples.']"
417,15,417_hey look_half_hard_exactly,"['hey look', 'half', 'hard', 'exactly', 'hey', 'don know', 'look', 'know', 'don', '']","['It’s five and a half.', 'I don’t know. Hey, look, a quarter.', 'I don’t know. Hey, look, a quarter.']"
418,15,418_sleep_surgery_helps_good night,"['sleep', 'surgery', 'helps', 'good night', 'evolution', 'night oh', 'gone', 'oh way', 'crying', 'noise']","['Evolution has made women sensitive to high pitched noises while they sleep, so that they’ll be roused by a crying baby. If you want to avoid waking her, speak in a lower register.', 'You’re welcome. Good night to you, too. Oh, by the way, I was watching you sleep for a moment, and I noticed that your snoring seems to be worse when you’re on your back.', 'You’re welcome. Good night to you, too. Oh, by the way, I was watching you sleep for a moment, and I noticed that your snoring seems to be worse when you’re on your back.']"
419,15,419_gentlemen_ladies_begins_flip,"['gentlemen', 'ladies', 'begins', 'flip', 'fall', 'concerned', 'rules', 'familiar', 'test', 'level']","['Gentlemen. .', 'Well, as a Texas gentleman, I’m inclined to say ladies first. Although, I’m concerned that level of politeness and charm might make you fall in love with me before the test even begins. Perhaps we should flip a coin. Or if you’re familiar with the rules of Rock, Paper, Scissors…', 'Well, as a Texas gentleman, I’m inclined to say ladies first. Although, I’m concerned that level of politeness and charm might make you fall in love with me before the test even begins. Perhaps we should flip a coin. Or if you’re familiar with the rules of Rock, Paper, Scissors…']"
420,15,420_crying_irritating_bean_bigger,"['crying', 'irritating', 'bean', 'bigger', 'mass', 'advantage', 'oh going', 'mommy', 'literally', 'let say']","['Mommy, why are you crying? ‘Cause I’m gonna miss you, Shelly-bean, even though you creep the bejeezus out of me.', 'Oh no, no, I’m not going back in there. That baby is so irritating. He has literally been crying his entire life.', 'Oh no, no, I’m not going back in there. That baby is so irritating. He has literally been crying his entire life.']"
421,15,421_desk_couch_chaos_numbers,"['desk', 'couch', 'chaos', 'numbers', 'complex', 'evidence', 'band', 'suggests', 'valid', 'tiny']","['This isn’t a desk. This is a Brobdingnagian monstrosity.', 'Top desk drawer.', 'Top desk drawer.']"
422,15,422_costume_costumes_dressed_accurate,"['costume', 'costumes', 'dressed', 'accurate', 'luckily', 'specific', 'principle', 'fat', 'pack', 'wise']","['Yeah, so the judges can give out the prizes for best costume, you know, most frightening, most authentic, most accurate visual representation of a scientific principle.', 'That’s a wise policy. I once borrowed my sister’s makeup for a costume contest. Got a terrible case of pinkeye. But luckily, I was going as a zombie. I won second place.', 'That’s a wise policy. I once borrowed my sister’s makeup for a costume contest. Got a terrible case of pinkeye. But luckily, I was going as a zombie. I won second place.']"
423,15,423_engineer_designed_menial_stolen,"['engineer', 'designed', 'menial', 'stolen', 'education', 'property', 'opinion', 'crime', 'security', 'department']","['Yeah. It’s great you’re here. I’d love to get an engineer’s opinion.', 'And I just hope that this scholarship can rescue your child from the subpar education and menial life of an engineer.', 'And I just hope that this scholarship can rescue your child from the subpar education and menial life of an engineer.']"
424,15,424_ahead_waste time_waste_yellow,"['ahead', 'waste time', 'waste', 'yellow', 'ask', 'thanks', 'thing', 'time', 'okay', 'sorry']","['Go ahead.', 'Go ahead.', 'Go ahead.']"
425,15,425_dragons_dungeons dragons_dungeons_online,"['dragons', 'dungeons dragons', 'dungeons', 'online', 'worst', 'game', 'playing', 'age', 'know like', 'sandwich']","['Dungeons & Dragons.', 'Fun? Mixing Dungeons and Dragons with Christmas is like making a sandwich of grape jelly, the best-tasting jelly, and petroleum jelly, the worst-tasting jelly.', 'Fun? Mixing Dungeons and Dragons with Christmas is like making a sandwich of grape jelly, the best-tasting jelly, and petroleum jelly, the worst-tasting jelly.']"
426,15,426_dancing_clown_candy_math,"['dancing', 'clown', 'candy', 'math', 'excellent', 'suggest', 'record', 'break', 'hang', 'social']","['Dancing?', 'You go dancing every Wednesday.', 'You go dancing every Wednesday.']"
427,15,427_happened_fantastic_corn_terrific,"['happened', 'fantastic', 'corn', 'terrific', 'went', 'ooh', 'couldn', 'ones', 'group', 'rest']","['Really? Oh, that’s fantastic. Now, wait, they’re dropping. Why are they dropping?', 'Oh, that is infuriating. Ooh, look, they went back up again. Terrific. Oh, no, they went back down.', 'Oh, that is infuriating. Ooh, look, they went back up again. Terrific. Oh, no, they went back down.']"
428,15,428_thirty_starts_clock_lights,"['thirty', 'starts', 'clock', 'lights', 'midnight', 'colorado', '17', 'movie', 'll need', 'situation']","['Another way of saying that is the movie starts at midnight, and it’s already five o’clock. Let’s go.', 'I believe my alarm is appropriate, given the situation. The movie starts in 17 minutes, which means we’ll need to make all the lights on Colorado Boulevard, plus skip the concession stand, and preshow urination.', 'I believe my alarm is appropriate, given the situation. The movie starts in 17 minutes, which means we’ll need to make all the lights on Colorado Boulevard, plus skip the concession stand, and preshow urination.']"
429,15,429_remember_memory_childhood_interested,"['remember', 'memory', 'childhood', 'interested', 'goodness', 'perfectly', 'uncle', 'married', 'watching', 'cheese']","['You don’t remember me? How could he not remember me?', 'I remember it perfectly. But I have an eidetic memory. If you’re interested, I also remember how much you owe us for the food.', 'I remember it perfectly. But I have an eidetic memory. If you’re interested, I also remember how much you owe us for the food.']"
430,15,430_project_ideas_ve thinking_earlier today,"['project', 'ideas', 've thinking', 'earlier today', 'dollar', 'pointed', 'attempting', 'wrote', 'idea', 'starting']","['There was a project I’ve been thinking about starting.', 'I’m attempting to turn over a new leaf. Earlier today, it was pointed out to me that I tend to force my ideas on people.', 'I’m attempting to turn over a new leaf. Earlier today, it was pointed out to me that I tend to force my ideas on people.']"
431,15,431_amy amy_amy_good know_funeral,"['amy amy', 'amy', 'good know', 'funeral', 'got', 'ugh', 'oh right', 'hmm', 'angry', 'work']","[' Amy? Amy? Amy?', ' Amy. Amy. Amy.', ' Amy? Amy? Amy?']"
432,15,432_exciting_attack_event_interesting,"['exciting', 'attack', 'event', 'interesting', 'heart', 'yeah know', 'fascinating', 'turn', 'events', 'didn say']","['Oh, good, my turn. Well, this is very exciting and I wanted you to be among the first to know…', 'A heart-attack-like event is an event that’s like a heart attack.', 'A heart-attack-like event is an event that’s like a heart attack.']"
433,15,433_general_depends_stronger_essentially,"['general', 'depends', 'stronger', 'essentially', 'environment', 'huh', 'change', 'pretty', 'perfect', 'answer']","['In general, yes.', 'Which is stronger than ever. This is about you trying to change my environment, which was perfect the way it was.', 'Which is stronger than ever. This is about you trying to change my environment, which was perfect the way it was.']"
434,15,434_jealous_happening_pointless_recall,"['jealous', 'happening', 'pointless', 'recall', 'disappointed', 'beautiful', 'monster', 'don tell', 'unlike', 'girlfriend']","['I’m not jealous. I’m just very unhappy that good things are happening for him and not happening for me.', 'Why would I be jealous?', 'Why would I be jealous?']"
435,14,435_exactly_gets_happening_hard,"['exactly', 'gets', 'happening', 'hard', 'playing', 'getting', 'people', 'yes', 'oh', 'yeah']","['Exactly.', 'Exactly.', 'Exactly.']"
436,14,436_friendship_benefits_friends_exists,"['friendship', 'benefits', 'friends', 'exists', 'attractive', 'states', 'romantic', 'unlikely', 'catch', 'study']","['Speaking of which, according to a recent study out of Oxford University, when someone takes on a new romantic partner, that person loses one or two close friends.', 'At this moment, our relationship exists in two mutually contradictory states. Until you either do not go or go to Wil Wheaton’s party, you are simultaneously my friend and not my friend. I’m characterizing this phenomenon as Schrodinger’s Friendship.', 'At this moment, our relationship exists in two mutually contradictory states. Until you either do not go or go to Wil Wheaton’s party, you are simultaneously my friend and not my friend. I’m characterizing this phenomenon as Schrodinger’s Friendship.']"
437,14,437_painting_benefits_finger_write,"['painting', 'benefits', 'finger', 'write', 'written', 'pull', 'quick', 'let know', 'agreement', 'roommate']","['Excuse me. I’ve been drafting contracts since kindergarten. Didn’t need a lawyer to get me out of finger painting. Don’t need one now.', 'Oh, good, you’re up. I’ve written a new and improved roommate agreement that benefits me greatly. I’d like you to sign it.', 'Oh, good, you’re up. I’ve written a new and improved roommate agreement that benefits me greatly. I’d like you to sign it.']"
438,14,438_penny penny_penny_oh penny_eating,"['penny penny', 'penny', 'oh penny', 'eating', 'seven', 'penny oh', 'good morning', 'morning', 'good', 'oh']","[' Penny? Penny? Penny?', ' Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny, Penny.', ' Penny? Penny? Penny? Penny? Penny?']"
439,14,439_pretty good_good oh_places_signed,"['pretty good', 'good oh', 'places', 'signed', 'loved', 'final', 'initial', 'country', 'service', 'key']","['When I signed for the package, I was deputized by the United Parcel Service and entrusted with its final delivery. I now need you to acknowledge receipt of the package so that I’m fully indemnified and no longer liable.', 'It was. This seemed so elegant at the time, but now I realize I was just a simple country boy seduced by a big city theory with variables in all the right places.', 'It was. This seemed so elegant at the time, but now I realize I was just a simple country boy seduced by a big city theory with variables in all the right places.']"
440,14,440_mountain_come home_ordinary_soup,"['mountain', 'come home', 'ordinary', 'soup', 'cream', 'prefer', 'green', 'shirt', 'good night', 'suggest']","['Mountain Dew. Ah, refreshing. Now, we’re going to combine these chemicals with ordinary dish soap, creating a little exothermic release of oxygen.', 'Well, what if I spill tomato soup on my shirt and have to come home to change, only to find there’s no water for an enzyme soak.', 'Well, what if I spill tomato soup on my shirt and have to come home to change, only to find there’s no water for an enzyme soak.']"
441,14,441_project_humorous_weight_big deal,"['project', 'humorous', 'weight', 'big deal', 'atomic', 'deep', 'despite', 'parts', 'solution', 'information']","['Oh, the project is classified. I can’t tell you. Oh, I suppose I could redact the classified parts. All right, um, I came up with an elegant solution to the I used the And then I And that did it. Wow, I wonder what they’re redacting.', 'What’s the big deal? It’s full of classified information about the air force project.', 'What’s the big deal? It’s full of classified information about the air force project.']"
442,14,442_code_red_mail_mountain,"['code', 'red', 'mail', 'mountain', 'oh fun', 'limited', 'hospital', 'candy', 'california', 'leonard going']","['All right. I thought the candy might not be enough so let me up the ante. These are Cooper Coupons. These are for various things I can do for you. Um, oh, this one is for one free grammar check. Uh, you could use it for emails, letters, tattoos, what have you. Um, oh, this is fun one. This is an afternoon with me at the California Science Center, where I point out their mistakes.', 'Do you mean code red the hospital emergency alert, code red the computer worm, or code red the cherry flavoured soft drink from the makers of Mountain Dew?', 'Do you mean code red the hospital emergency alert, code red the computer worm, or code red the cherry flavoured soft drink from the makers of Mountain Dew?']"
443,14,443_teeth_ones_lucky_dentist,"['teeth', 'ones', 'lucky', 'dentist', 'vegetable', 'expect', 'oh going', 'case', 'wild', 'skills']","['Oh, you are going to love her. She is the kindest, sweetest woman you’ll ever meet. Unless you’re a gopher digging up her vegetable garden. In that case, you can expect to have your head bashed in with a shovel.', 'Uh, thank you. Oh, Meemaw got a new set of teeth. Oh, but then she found her old ones. Oh, so now the new ones are just gonna be her church teeth.', 'Uh, thank you. Oh, Meemaw got a new set of teeth. Oh, but then she found her old ones. Oh, so now the new ones are just gonna be her church teeth.']"
444,14,444_hiding_losing_minutes_exact,"['hiding', 'losing', 'minutes', 'exact', 'ride', 'watching', 'behaviour', 'attention', 'short', 'feeling']","['Oh, in fact, she has. Uh, her exact words were, what is that guy’s problem?', 'Her behaviour. No, I have the feeling that she’s hiding something.', 'Her behaviour. No, I have the feeling that she’s hiding something.']"
445,14,445_fluid_shared_ways_needed,"['fluid', 'shared', 'ways', 'needed', 'risk', 'advice', 'know just', 'stuff', 'months', 'offer']","['Well, mind you now, that offer’s only good until the third trimester. I can’t risk getting amniotic fluid on my spot.', 'I don’t understand. Yes, we shared a uterus for nine months, but since then we’ve pretty much gone our own separate ways.', 'I don’t understand. Yes, we shared a uterus for nine months, but since then we’ve pretty much gone our own separate ways.']"
446,14,446_ll know_know don_know ll_need know,"['ll know', 'know don', 'know ll', 'need know', 'deserve', 'know know', 'basis', 'don need', 'know', 'kind']","['And now we’ll never know.', 'You don’t need to know, you don’t deserve to know, and you will never know.', 'You don’t need to know, you don’t deserve to know, and you will never know.']"
447,14,447_hire_monster_turned_wall,"['hire', 'monster', 'turned', 'wall', 'surgery', 'skills', 'bit', 'hour', 'action', 'finally']","['Given that when we met her she was finishing law school and planning an internship at a large Indian car company, it’s actually extremely plausible.', 'Yes, but she’s the only monster at the firm. Between you, me and the wall, I think she’s an affirmative action hire.', 'Yes, but she’s the only monster at the firm. Between you, me and the wall, I think she’s an affirmative action hire.']"
448,14,448_science_oh better_humorous_society,"['science', 'oh better', 'humorous', 'society', 'ideas', 'nose', 'ms', 'joke', 'opening', 'comes']","['Oh, that is much better. Yeah, boy, if good ideas came out of your brain the way mucus comes out of your nose, we’d be in good shape.', 'Oh, that is much better. Yeah, boy, if good ideas came out of your brain the way mucus comes out of your nose, we’d be in good shape.', 'Good morning and welcome to Science and Society. I’m Dr. Sheldon Cooper, BS, MS, MA, PhD, and ScD. OMG, right? Perhaps that joke was a little too hippie-dippy for this crowd. All right then, we’ll begin with opening remarks. Miss Rostenkowski, would you like to start us off by discussing your assessment of science’s responsibility to society?']"
449,14,449_warm_raise_touched_determine,"['warm', 'raise', 'touched', 'determine', 'depends', 'switch', 'activity', 'heat', 'temperature', 'add']","['It depends on the activity. For a prostate exam, yes. If you’re playing Vegas, I’d add sequins.', 'I’m measuring residual heat levels on the playing cards to determine which one’s been touched. By the way, if you hope to have children, I suggest you switch from briefs to boxers. Your testicles look a tad warm.', 'I’m measuring residual heat levels on the playing cards to determine which one’s been touched. By the way, if you hope to have children, I suggest you switch from briefs to boxers. Your testicles look a tad warm.']"
450,14,450_toy_oh clever_doesn want_preposterous,"['toy', 'oh clever', 'doesn want', 'preposterous', 'corn', 'live', 'clever', 'broken', 'thinks', 'explain']","['My problem is that I don’t want you to break Leonard’s toy, which you probably did by shaking it. She shook it. We all saw her.', 'My problem is that I don’t want you to break Leonard’s toy, which you probably did by shaking it. She shook it. We all saw her.', 'Why? I got away with it. Leonard has his toy, and he’s never going to open it, so he won’t know it’s broken. And I have a toy that isn’t broken. Everybody’s happy.']"
451,14,451_spot_car_right going_breaking,"['spot', 'car', 'right going', 'breaking', 'oh yeah', 'pull', 'changed', 'pants', 'let just', 'let oh']","['All right, you have to get out of the car right now. I’m not going to jail for you.', 'Oh, yeah. Okay, now, pull your car into the spot and let’s get out of here.', 'Oh, yeah. Okay, now, pull your car into the spot and let’s get out of here.']"
452,14,452_delicious_clown_vegetable_amusing,"['delicious', 'clown', 'vegetable', 'amusing', 'basic', 'did say', 'em', 'waiting', 'french', 'later']","['Oh, other than waiting out the exponential growth period of the virulent organisms trooping through my microvilli into my circulatory system, hunky-dory. Did I say something amusing?', 'No, I’m not. French fries have three variables, crispiness, saltiness and shape. Which is why a curly fry only gets a two. If I wanted curls for dinner, I’d order a clown wig.', 'No, I’m not. French fries have three variables, crispiness, saltiness and shape. Which is why a curly fry only gets a two. If I wanted curls for dinner, I’d order a clown wig.']"
453,14,453_oh oh_seriously_oh yes_oh,"['oh oh', 'seriously', 'oh yes', 'oh', 'mean', 'yes', '', '', '', '']","['Oh, yes, they are. I mean, what?', 'Oh, seriously?', 'Oh, seriously?']"
454,14,454_immediately_work_working_didn,"['immediately', 'work', 'working', 'didn', 'gentlemen', 'did', 'really', 'stop', 'need', 'right']","['And that didn’t work out, did it?', 'And that didn’t work out, did it?', 'Gentlemen, we need to stop immediately.']"
455,14,455_thursday_happen_leads_stranger,"['thursday', 'happen', 'leads', 'stranger', 'scare', 'reach', 'phrase', 'uh oh', 'tuesday', 'friday']","['Last night was Wednesday. Wednesday is comic book night. Tonight, we’ll be going on Thursday, because it’s Anything Can Happen Thursday.', 'All right. I officially reinstate Anything Can Happen Thursday.', 'All right. I officially reinstate Anything Can Happen Thursday.']"
456,14,456_ability_sun_earth_yellow,"['ability', 'sun', 'earth', 'yellow', 'link', 'let ask', 'weak', 'arms', 'leap', 'pieces']","['Oh no, let’s assume that they can. Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now travelling at approximately 120 miles per hour, hits them, and is immediately sliced into three equal pieces.', 'Are you listening to yourself, it is well established that Superman’s flight is a feat of strength, it is an extension of his ability to leap tall buildings, an ability he derives from Earth’s yellow Sun.', 'Are you listening to yourself, it is well established that Superman’s flight is a feat of strength, it is an extension of his ability to leap tall buildings, an ability he derives from Earth’s yellow Sun.']"
457,14,457_humorous_laugh_worth_doing research,"['humorous', 'laugh', 'worth', 'doing research', 'requires', 'focus', 'complete', 'flash', 'research', 'enjoy']","['Did you enjoy the humorous footnote where I illustrate mirror-symmetry by likening it to the Flash playing tennis with himself?', 'For what it’s worth, I thought it was humorous.', 'For what it’s worth, I thought it was humorous.']"
458,14,458_chest_lower_soon_seat,"['chest', 'lower', 'soon', 'seat', 'emergency', 'speak', 'oh dear', 'hair', 'driver', 'dear']","['You might want to speak in a lower register.', 'Yes. As soon as I adjust my seat. Whee! Oh, dear. I’m going to have to start again.', 'Yes. As soon as I adjust my seat. Whee! Oh, dear. I’m going to have to start again.']"
459,14,459_mr_exactly like_nervous_finding,"['mr', 'exactly like', 'nervous', 'finding', 'dirty', 'sent', 'access', 'moved', 'hair', 'studies']","['When I first moved here I was nervous about finding a new barber, so my mother had all my haircut records sent here to Mr. D’Onofrio.', 'You’re not Mr. D’Onofrio. I get my hair cut by Mr. D’Onofrio. You believe this guy?', 'Hello. I’m here for my haircut with Mr. D’Onofrio.']"
460,14,460_unfortunately_stuff_doing_gonna,"['unfortunately', 'stuff', 'doing', 'gonna', 'used', 'started', 'stronger', 'round', 'exactly', 'named']","['Hmm. I know exactly what you should do. Unfortunately, I cannot tell you.', 'Look, you’re gonna be doing this stuff for a while. You’re just gonna have to find a way to get used to it.', 'Look, you’re gonna be doing this stuff for a while. You’re just gonna have to find a way to get used to it.']"
461,14,461_card_cards_pick_fashion,"['card', 'cards', 'pick', 'fashion', 'don tell', 'prepare', 'plus', 'completely', 'wish', 'takes']","['As you wish. Pick a card, put it back, and prepare to be amazed. Did you pick one?', 'All right. Pick a card.', 'All right. Pick a card.']"
462,14,462_intercourse_terms_involved_feel free,"['intercourse', 'terms', 'involved', 'feel free', 'entirely', 'term', 'include', 'accepted', 'awful', 'access']","['Again, urban slang. In which, I believe I’m gaining remarkable fluency. So, what is the down and the low? And don’t worry, this is all entirely confidential, so, you feel free to include any and all shortcomings in the bedroom.', 'Huh. Seems like an awful lot of trouble to go through for intercourse. Don’t you have access to women who will do it for money? By the way, another accepted usage for the term ho.', 'Huh. Seems like an awful lot of trouble to go through for intercourse. Don’t you have access to women who will do it for money? By the way, another accepted usage for the term ho.']"
463,14,463_right going_operating_perform_oh great,"['right going', 'operating', 'perform', 'oh great', 'start', 'exactly', 'great', 've doing', 'progress', 'trying']","['Oh, great! now, I have to start all over again. ', 'All right. Well, I’m going to perform full backup, reinitialize and then reinstall all my operating systems.', 'All right. Well, I’m going to perform full backup, reinitialize and then reinstall all my operating systems.']"
464,14,464_know know_think know_threw_read,"['know know', 'think know', 'threw', 'read', 'know think', 'll know', 'know', 'understand', 'think', 'll']","['I think I know.', 'I know. I read it before I threw it out.', 'I know. I read it before I threw it out.']"
465,13,465_insightful_begins_dragons_dungeons,"['insightful', 'begins', 'dragons', 'dungeons', 'dungeons dragons', 'santa', 'task', 'written', 'pack', 'possibly']","['Oh yes, it’s quite extensive. But if we complete it, we get a free expansion pack, 75 additional quests.', 'Oh, a scroll. I like scrolls. They’re my third favourite system of transmitting the written word. After stone tablets and skywriting. You have all been summoned to join a thrilling Dungeons and Dragons adventure. Your quest begins in a secret northern village of elves who have all been massacred. I like where this is heading. Your task is to rescue their leader from a dungeon of ogres. Oh, that’s a saucy twist. That leader’s name, Santa Claus. No, no, no.', 'Oh, a scroll. I like scrolls. They’re my third favourite system of transmitting the written word. After stone tablets and skywriting. You have all been summoned to join a thrilling Dungeons and Dragons adventure. Your quest begins in a secret northern village of elves who have all been massacred. I like where this is heading. Your task is to rescue their leader from a dungeon of ogres. Oh, that’s a saucy twist. That leader’s name, Santa Claus. No, no, no.']"
466,13,466_driver_went_justice_refuse,"['driver', 'went', 'justice', 'refuse', 'points', 'yellow', 'defence', 'forced', 'turned', 'pay']","['Fine. Two years ago I got my driver’s license.', 'I also now have three points on a driver’s licence I do not yet possess, and I was forced to issue an undeserved apology, simply because I refuse to urinate in a stainless steel bowl in front of criminals.', 'I also now have three points on a driver’s licence I do not yet possess, and I was forced to issue an undeserved apology, simply because I refuse to urinate in a stainless steel bowl in front of criminals.']"
467,13,467_complain_problems_solve_hey look,"['complain', 'problems', 'solve', 'hey look', 'offers', 'occurs', 'causing', 'problem', 'gold', 'works']","['Oh, I don’t mind, I’m very good at complaining. If it were an Olympic sport, I’d complain about what a stupid sport it is and then I’d take home the gold.', 'So, that’s how this works? I complain, and then you complain, and no one offers any solutions?', 'So, that’s how this works? I complain, and then you complain, and no one offers any solutions?']"
468,13,468_walking_heck_want hear_wolverine,"['walking', 'heck', 'want hear', 'wolverine', 'proud', 'helping', 'century', 'silly', 'single', 'music']","['Wherever the music takes me, kitten. I play bongos walking down the stairs. Oh! Oh! Never play bongos walking down the stairs.', 'Now you just being silly. Wolverine’s never displayed the slightest interest in helping others prevent prostate cancer. Hello. Yes, the elevator’s out of order you’ll have to use the stairs. Of course you can. Pizza dates back to the 16th century, while the first elevator was not installed until 1852. That means that for over 300 years, people carried pizzas up stairs. Be part of that proud tradition.', 'Now you just being silly. Wolverine’s never displayed the slightest interest in helping others prevent prostate cancer. Hello. Yes, the elevator’s out of order you’ll have to use the stairs. Of course you can. Pizza dates back to the 16th century, while the first elevator was not installed until 1852. That means that for over 300 years, people carried pizzas up stairs. Be part of that proud tradition.']"
469,13,469_wasting_society_apart_turned,"['wasting', 'society', 'apart', 'turned', 'contact', 'uncle', 'happens', 'oh course', 'rule', 'problems']","['Yeah, well, take them apart and start with the edges. And stop wasting time.', 'All right, Amy, this walkie-talkie is yours. If we run into any problems, I’ll contact you. And if anything bad happens, what’s the rule?', 'All right, Amy, this walkie-talkie is yours. If we run into any problems, I’ll contact you. And if anything bad happens, what’s the rule?']"
470,13,470_laundry_saturday_clean_pack,"['laundry', 'saturday', 'clean', 'pack', 'religious', 'sheets', 'source', 'closed', 'future', 'goodness']","['I understand. Oh, Shelly? A man’s here to take you away to the future! Be sure to pack clean underwear.”', 'Of course I’m doing laundry. Saturday night is laundry night, and I’m in a laundry room, so, I believe your inference is justified.', 'Of course I’m doing laundry. Saturday night is laundry night, and I’m in a laundry room, so, I believe your inference is justified.']"
471,13,471_okay think_oh yeah_did did_oh did,"['okay think', 'oh yeah', 'did did', 'oh did', 'guess', 'okay okay', 'okay', 'oh oh', 'got', 'did']","['Oh, yeah, this is it.', 'Okay, I think I got that.', 'Okay, I think I got that.']"
472,13,472_place_respond_box_mankind,"['place', 'respond', 'box', 'mankind', 'office', 'terrific', 'inside', 'president', 'outside', 'spent']","['If outside is so good, why has mankind spent thousands of years trying to perfect inside?', 'Oh, President Siebert, I assume you’d like to respond to one of the suggestions I put in the box by your office.', 'Oh, President Siebert, I assume you’d like to respond to one of the suggestions I put in the box by your office.']"
473,13,473_social_pressure_group_member,"['social', 'pressure', 'group', 'member', 'function', 'oh know', 'stick', 'right ll', 'wish', 'everybody']","['All right, I’ll bow to social pressure. Hey!', 'Look, Penny, I wish I could be more lenient with you, but since you’ve become a permanent member of our social group I have to hold you to the same standards as everybody else.', 'Look, Penny, I wish I could be more lenient with you, but since you’ve become a permanent member of our social group I have to hold you to the same standards as everybody else.']"
474,13,474_going come_confusion_want come_come,"['going come', 'confusion', 'want come', 'come', 'mmm', 'come oh', 'group', 'cut', 'joke', 'aren']","['Oh, that was no joke. But I understand your confusion as I am our group’s resident cut-up.', 'Mmm, you are not going to come out of this looking good.', 'Mmm, you are not going to come out of this looking good.']"
